"case_id","title","source","industry","year","case_text"
"16","The Death of a Dream: Rise and Fall of Nokia in India","Indian Business Case Studies Volume I (Oxford University Press, 2022)","Technology/Strategy","2022","CASE: Once a showpiece of foreign investment, the factory at Sriperumbudur,
about 45 km from Chennai, now looks like a ghost entity. For the around
30,000 workers, 31 October 2014 will forever be Black Friday as Nokia
officially shutdowns its plant in the state, nine years after it entered India.
Nokia’s closure will be the first major wind up by a multinational after the
new government took charge in May. Established in 2006 over a 200-​acre
site, Nokia wheeled out the ‘Made for India’ 1100 model and then slowly
ramped up production to make Chennai its single largest unit for hand-
sets globally. Nokia and its suppliers had invested over Rs 1,800 crore in
their facilities. Nokia started operations at Sriperumbudur plant near here—​ the
second biggest facility by any global firm—​in 2006 after Korean auto major Hyundai’s came up with its plant in the late 1990s. After inking the
agreement with the Tamil Nadu government in 2004, Nokia began oper-
ations at the facility. It directly employed 8,000 people and another 25,000
were associated indirectly with the firm when the facility was operating
in full swing. The facility was producing some of the basic GSM handsets.
It was serving the local market, besides exports. However, its decision
to sell off the handset business to Microsoft Corp in a $7.5-​billion deal
forced it to keep the factory out of the agreement due to a tax dispute with
Indian authorities. The plant’s success attracted attention. Nokia Company Nokia is a leader in the fields of network infrastructure, location-​based
technologies and advanced technologies. Headquartered in Espoo,
Finland, and with operations around the world, Nokia invests in the tech-
nologies of the future. Nokia has three strong businesses: 1. Nokia networks, network infrastructure business; 2. The plant location intelligence business; 3. Nokia technologies, which is focused on technology development and intellectual property rights activities. Through these businesses, it has a global presence, employing around
57,000 people. Nokia is also a major investor in R&D, with investment
through the three businesses amounting to more than EUR 2.5 billion
in 2013. Until recently, Nokia also was a key participant in the mobile
devices market through its Devices and Services business. In September
2013, Nokia announced an agreement with Microsoft whereby it would
sell substantially all of its Devices and Services business to Microsoft. The
transaction was completed on 25 April 2014. Back || SOLUTION: 1. Nokia’s ultimate fall can be put down to internal politics.
2. In short, Nokia people weakened Nokia people and thus made the company increasingly vulnerable to competitive forces.
3. Nokia’s culture of status has led to an atmosphere of shared fear which influenced how employees were interacting with each other.
4. The human factor was added to economic and structural factors and together they have generated a state of ‘temporal myopia’ that hindered Nokia’s ability to innovate.
5. Employees stated that top managers and directors were no longer abiding by Nokia’s core values of respect, challenge, achievement, and renewal.
6. This study points out the paramount importance of shared emo- tions among employees and their powerful impact on the company’s competitiveness."
"17","Hyundai and Kia: Operations Management and International Marketing","Indian Business Case Studies Volume I (Oxford University Press, 2022)","Automobile/International","2022","CASE: Hyundai Motor Company started in 1967 and in 1975, in partner-
ship with Ford Motor Company, produced the Hyundai Cortina. With overseas talent, the first models were designed and became successful
in some occidental countries. Sales were developing and Hyundai was
becoming a great option for a market that loved to save. Now it is a top
competitor in the automobile manufacturing, positioned in quality and
gas-​saving. Kia, headquartered in Seoul, is South Korea’s second-​largest automo-
bile manufacturer, following the Hyundai Motor Company, with sales
of over 2.7 million vehicles in 2012 and almost 2.75 million vehicles in
2013. Kia’s first manufacturing plant in Mexico, located in Pesqueria,
Nuevo Leon (near Monterrey), will boast an annual production capacity
of 300,000 units. The popular Forte sedan will be the first model to be
produced at the Kia Motors Mexico plant and when the plant enters oper-
ation, Kia’s global manufacturing capacity will be boosted to 3.37 million
vehicles. Brief History about Hyundai The Hyundai Motor Company was set up in 1967 as a subsidiary of the
Hyundai Engineering and Construction Company. The company started
off by assembling cars and trucks for the Ford Company in their car fac-
tory. In 1975 they produced their first car called the Hyundai Cortina
which was produced in partnership with the Ford Motor Company.
Within the next two years they had become the 13th largest automaker in
the world with 2% share in the world retail market. In 1975, the company decided to build its own car which it would sell
under the brand name ‘Hyundai’. They hired five of the best car engin-
eers from Britain who designed their first car, ‘Hyundai Pony’. The car
soon became the number one selling car in South Korea because of its
small size and economical pricing. Next the Hyundai Pony entered the
Canadian market and within nine months became the top-​selling car
there. By 1985, their production had exceeded more than 1 million cars. In 1986, they entered the US market with their new ‘Hyundai Excel’
car. This car also proved to be a best seller because of its quality and low
pricing. In 1986 more than 160,000 units were sold and the next year it
crossed 260,000. Now Hyundai had established itself as one of the top
competitors in the world automobile industry. Their next release was the Hyundai and Kia—The journey of the twins 171
midsize Sonata in the year 1988. This model did not click in the US market
but by then Hyundai was already prod || SOLUTION: Hyundai and Kia have so far made good success under the relatively pro-
tected condition of domestic market and with the export of their low-​
priced cars to overseas market. Under the rapidly changing environment
this auto group’s survival to further enhance its own technological cap-
ability of R&D and manufacturing operations as well as improve the
quality and reliability of its products, which is a necessary condition for
upgrading the competitiveness of its car brands. In addition, as it has
tried since the merger, the Hyundai-​Kia group needs to nurture its auto
parts suppliers ‘technological and financial capability’, which has been
much poorer than those in advanced countries. Hyundai and Kia have
maintained the duplicate business positioning of their car models. Both
companies have expressed a strong interest in keeping intact the existing
business composition, covering the full range of car models, in contrast
with the top management’s long-​term intention to separate business seg-
ments between the two automakers, thus, in case of trying to introduce a Hyundai and Kia—The journey of the twins 179
new group-​wide business frame having each of the two automakers focus
on d"
"18","What Happened to Old McDonalds? Marketing Strategy in India","Indian Business Case Studies Volume I (Oxford University Press, 2022)","FMCG/Marketing","2022","CASE: McDonald’s, the seemingly invincible fast-​food giant and stalwart of
American business, has been an ironclad money-​making machine for
decades now. Sure, they’ve had their issues with bad press concerning the
negative health effects of their food, but otherwise the company is as sure
to post profits quarter after quarter as anyone. At least that’s been true until recently, as it appears that McDonald’s has hit a bit of a snag. Starting
out with just one burger stall in 1948, the fast-​food chain’s emphasis on
quick service and a standardized menu has helped it to grow to more than
35,000 outlets across the world. It has been profitable: after a wobbly pe-
riod in the early 2000s, the firm’s share price went from $12 in 2003 to
more than $100 at the end of 2011. But now McDonald’s has lost its sizzle.
Global sales have been declining at least since last July. When the com-
pany announces its annual results on 23 January, analysts think it will re-
veal its first full-​year fall in like-​for-​like revenues since 2002. What’s Gone Wrong? Some of McDonald’s problems stem from operational mishaps across the
world. In particular, its business in Asia—​where it makes nearly a quarter
of its global revenues—​has been hit by several health scares. Sales in
China fell sharply after one of its suppliers was discovered last July to be
using expired and contaminated chicken and beef. More recently, several
Japanese customers have reported finding bits of plastic and even a tooth
in their food. Geopolitics has not helped. Last year some Russian outlets
were temporarily closed by food inspectors, seemingly, in retaliation for
American and European sanctions against Russia over its military inter-
vention in Ukraine. Some politicians in Russia have even called for the chain to be thrown
out of the country completely. But McDonald’s also has problems at home.
It faces competition from other fast-​food chains such as Burger King,
which has been gaining market share with a simpler and cheaper version
of the McDonald’s menu. And it is being squeezed by more up market
‘fast-​casual’ restaurants such as Shake Shack and Chipotle Mexican
Grill, which are rapidly growing. They have been luring customers—​
particularly younger ones—​away from McDonald’s chicken nuggets and
chips by offering slightly better quality food, a high level of customization
(such as the option to choose the ingredients in a burrito or burger) and
some table service. McDonald’s seems to have two options: t || SOLUTION: Each product has a brand; and every brand has a core value. This core
value is shaped by the customers a company attracts. This core value
should be unique, different from other products. Once a company under-
stands its core value, it helps the company to create an impressive brand.
McDonald’s brand was clear before the rice dishes were introduced: an What happened to old McDonald’s? 189
American style fast-​food restaurant. When people go to McDonald’s,
they expect to enjoy all sorts of high-​calorie, greasy, yet so delicious
American fast food. This type of food is exactly what people want from
McDonald’s. The connection between the food it serves and McDonald’s
brand is strong. When localizing a product, companies must make sure their new prod-
ucts consistently resonate with their original brand. It is true that some
localization will make the product more acceptable for a local culture.
McDonald’s failure provides a valuable lesson: when a localized product
is disconnected from the company’s own brand and core value, the cus-
tomers will be lost, the company is likely to suffer, and the product is all
likelihood will fail. Therefore, although innovation is important, reliable"
"19","Ready for Take-off? Indian E-commerce Industry","Indian Business Case Studies Volume I (Oxford University Press, 2022)","Aviation/Industry Analysis","2022","CASE: The industry has come a long way from the days, to become the backbone
of the manufacturing and burgeoning e-​commerce industry. The sector is
evolving fast, with both the nature of the business and technology driving
it, and undergoing dynamic changes. In the face of regulatory and infra-
structural challenges, is the warehousing industry-​changing gears fast
enough to support the growth that the Indian economy. Over a period
of time warehousing industry in India has evolved from just brick and
mortar shelters for the purpose of storing goods to highly sophisticated
stockrooms, where, thanks to advanced tracking mechanism, each con-
signment can be tracked on a real-​time basis at the click of a button. Not
just e-​tail, in any industry segment, which deals with physical goods,
warehouses play a vital role in the entire value chain from raw material to
customer delight. Specifically, in the manufacturing sector, with lean manufacturing
becoming the order of the day, a significant part of the functions from
scheduling to labelling and packaging are being outsourced to third-​
party logistics providers. But naturally the warehousing industry is
gearing up, with the help of technology, to meet these new requirements.
Let us understand the hardship and challenges faced by e-​commerce
industries. Warehousing and Logistics Will Be the Key Challenges for Online Firms Joining the Grocery Retail Party Global e-​commerce giant Amazon recently piloted its grocery delivery
process, branded Kirana Now, in Bengaluru wherein one could place or-
ders via mobile phone. Home-​bred Flipkart plans to go down the same
path in the second half of this year. The market for food and grocery is
set to get more competitive with players such as 24x7 Fresh, Pepper Tap,
Falsabzi, Justshop24 throwing their hats into the ring. Though small and highly disintegrated at present, online grocery re-
tailing in India is growing at 30% annually and is expected to touch Rs
270 crore by 2019 (according to a Ken Research report), thanks to the
surge in the number of players operating in the industry. ‘This is the
“mother of all categories” in terms of size and the repetitive nature of the
need. Grocery shopping is also the biggest pain point for the consumer,’
says K Ganesh, a serial entrepreneur, and promoter in online grocery
store Big Basket Globally, grocery retailing—​which comprise 60–​70% of traditional
brick-​and-​mortar-​retailing—​seems to be the next frontier for online
firms to conque || SOLUTION: E-​commerce industry is definitely a boon to Indian economy but at the
same time certain challenges and obstacles with respect to logistics and
warehousing are not allowing the industry to go ahead and take country’s
economy to the next level. So it is important that these obstacles and chal-
lenges should be tackled and the customers should be given a hassle-​free
service which will really have a positive overall impact on the business of
these industries."
"20","Contract Labour: M/s. Vanita Chemicals Limited","Indian Business Case Studies Volume IV (Oxford University Press, 2022)","HR/Labour Law","2022","CASE: This case is about Ms Vanita Chemical Ltd., which is located at Thane—​
Belapur Road, Maharashtra. The Company is engaged in manufacturing
of various chemicals since 1991. The total manpower of the Company is
450. It had provided canteen for the employees and it was running on
contract basis. Mr Rama Shetty was a canteen contractor. The canteen
contract was registered by the company under The Contract Labour
(Regulation and Abolition, 1970). An agreement was also signed by
Rama Shetty as a canteen contractor and on behalf of company a factory
manager, Mr Kulkarni. The case focuses on the issues related to making contract labours
‘permanent’ in the Canteen of Vanita Chemicals Limited. The canteen
employees who were on contract, with the pressure of internal union,
demanded the management to make them permanent employee of the
company. Retaliating, management issued a letter of termination of can-
teen contract which was delivered to the canteen contractor immediately.
The issue was raised to the Labour Commissioner’s Office by the canteen Institutes, Pune, India 2022. employees. The canteen employees started giving slogans against the
company. Further they used abusive language against the management.
They were doing the same activity every day. The Case Details Ms Vanita Chemical Ltd. Company is located on Thane Belapur Road,
Navi Mumbai. The company is engaged in manufacturing of various
chemicals since 1991. In the company labour force is 450, it has provided
canteen for the employees and it is running on contract basis. Mr Rama
Shetty is a canteen contractor. The canteen contract was registered by the
company under Contract Labour (Regulation and Abolition, 1970). An
agreement was also signed by Rama Shetty as a canteen contractor and on
behalf of company's factory manager Mr Kulkarni. The said contract was renewed every year and rates of the contract also
were renewed every year with the consent of both the parties. In the can-
teen Mr Shetty had employed about 10 workers and they were provided
with uniforms, attractive wages, and accommodation also. Mr Shetty was having another canteen contract in the neighbouring
company and there he had employed about 15 canteen boys. In both the
companies, the canteen was running smoothly. After every three months,
Mr Shetty was transferring his canteen boys on rotation in both the com-
panies, so that it was not continuity of job in both the companies for the
canteen boys. This practice continued for a long time.  || SOLUTION: This case is to shed light on issues related to making contract labours ‘per-
manent’ in organizations. The Government of India enacted the Contract Labour (Regulation and Abolition) Act 1970 in order to regulate estab-
lishments wherein contract labour has been employed by the contractors.
The Act regulates that the contractors or principal employer have to pro-
vide and maintain the health, safety, and welfare of contract labours. A Central and State Advisory Board has also been formed in order
to implement the provisions of the Act. Through the experience of the
canteen of Vanita Chemicals Limited, post the enactment of the Act, the
case tries to elucidate the roles and jurisdictions of the union, the man-
agement and the canteen contractor and how unorganized unionism can
lead to fruitless wastage of time and productivity."
"21","Maruti Sanjeevani: Long-term IR Issues at Maruti Suzuki Manesar Plant","Indian Business Case Studies Volume IV (Oxford University Press, 2022)","HR/Industrial Relations","2022","CASE: Maruti Suzuki, a leader in car production in India, has often faced troubles
with agitation of workers. It has two plants, one in Gurgaon and another
in Manesar both located in Haryana. The protest by workers at Maruti
Manesar plant turned violent on 18 July 2012. Some 300 workers entered
the premises, used rods, tools, and anything which they could grab to at-
tack supervisors and managers. They bet them mercilessly and put the
premises on fire. About 100 employees were severely injured and one
senior HR manager Mr Awanish Kumar Dev was literally crippled and
charred to death. The attack by workers was the worst of its kind and that
too it happened in a place which is barely 45 km from NCR region. The
incident shocked the whole nation and it is difficult to understand that Institutes, Pune, India 2022. agitation can turn so violent in this century where host of mechanisms are
available to amicably solve the issues between management and workers.
A few days prior to this incident one supervisor made casteist remarks to
one of the workers. The worker slapped the supervisor. Management took
swift action and removed the worker from service. The workers were agi-
tating for induction of this employee and wanted to know why no action
had been taken against the supervisor. This combined with some other
simmering issues led to violent attack by workers on that fateful day. The
incident at Maruti is an eye-​opener and the similar problems lie in many
companies which may trigger similar incidents. The incident of mass violence also speaks about the demand of equal
pay for equal work. In addition the rise in living cost, trend of con-
sumerism, and the vast salary gap between senior managers and workers
is cause of growing tension and frustration in youth. There is an urgent need to reform labour laws and professional bodies
must put the concerted pressure on central as well as state governments
to do the reforms in time bound manner. India is a growing economy and growth can be sustained only through
industrial harmony and peace. The issue must be addressed to entire
spectrum of stakeholders, be it the government, HR bodies, corporate
unions, student fraternity global investors, etc. We do need a permanent
and long-​term systemic solutions where discords are handled with dig-
nity and resolutions are found for even most complicated problem. The Case In the worst outbreak of labour violence in Maruti Suzuki’s 29-​year his-
tory, a senior human resource executive was || SOLUTION: This entire case presents a strong reason for HR executives to increase
their involvement at the floor level with the workers in addition to
pursuing their professional education and career development. As a part
of the initial training for the junior manager while joining service, it is
important to make it a part of study the nature of an average worker, their
social structure, the previous history of union activities, the study of reso-
lutions and decisions taken and the comparison of the facilities given to
the worker vis-​a-​vis the workers of the competitors. The present peace at Maruti Udyog, Manesar is a brokered peace be-
tween the Haryana Govt and the Maruti management. This certainly is
not going to be a permanent solution. As mentioned earlier, an average
Haryanvi worker is a hard fighter and it is pointless for the manage-
ment to encourage, develop, and nurture anti-​labour stance among their
executives. Communication of intention at all levels plays an important role in re-
ducing trust deficit. Rather than the unions coming to know about their
company’s expansion plans through rumours, newspaper or the televi-
sion, it is in the interest of the company that the man"
"22","Bridging the Skill Gap: Cross-generational and Technological Change Management","Indian Business Case Studies Volume IV (Oxford University Press, 2022)","HR/Change Management","2022","CASE: As the dynamics of the workplace have changed with the evolution of
technology, the change in generations has also impacted the organiza-
tional fabric. Organizations today comprise three distinct generations
with different mindsets, aspirations, and ethos. Generation X consists
of those born between 1961 and 1980, while generation Y consists of
millennials, that is, those born between1981 and 1995. The youngest
is the Gen Z comprising people born between 1996 and 2010. In India, Institutes, Pune, India 2022. millennial account for nearly half of the working-​age population, whereas
Gen Z has just made its entry. Let’s Understand the Generation-​Based Conflicts Some thought leaders in the HR industry feel it’s the skill gap and the
psyche of the previous generations, which lead to interpersonal issues at
the workplace. ‘Nowadays, it’s not about re skilling but rather about ac-
quiring a new skill set altogether that creates a difference. The older gen-
eration is trapped in their own thinking that poses a challenge to learning
new skill.’ For instance, in the manufacturing industry, someone who has spent
relatively 10–​15 years with one technology may suddenly become redun-
dant. The previous experience can become a roadblock in the adoption
of the new technology, which can lead to ego hassles. Today, employees
get promoted much early and don’t hold the same position for more than
three years on an average. The newer generation is expressive, liberal, de-
manding and will not compromise easily with their expectations, which
may also lead to confrontations. They are more open to discussing career
issues and choices; they voice concerns; and look for wider purpose in
their actions. The major disconnect occurs when seniors don’t realize this and be-
come rigid in their style. There has to be a realization that the style of
management which worked 20 years back will not work now. ‘Loyalty
may not matter for newer generations, but the same cannot be confused
with commitment—​they are committed till they are with you’. How This Generation Conflicts Co-​existed? Every generation has its own set of problems and the previous gener-
ation has to be considerate about them. The issues arising out of multi-​
generation workforces become more evident and dysfunctional when
one chooses to ignore. The best way to address issues is to connect with
different stakeholders on a continuous basis, get a pulse, understand, and
act on issues bothering them. Bridging the Skill Gap || SOLUTION: • As HR teams look to radically transform to adapt to a new working culture, they will evolve over the next few years. • HR will become the advisory and consultant roles for the organization. • A lot of the transactional jobs will be digitalized which will free up HR to focus on higher value work. • There will be a self-​driven culture, not waiting for HR to tell you what training to go on but to be proactive on what you want to learn leaving HR to fulfil the consultancy role. • HR is one of the departments most affected by generation gap, digit- alization as well as what technology and tools to implement; the question is how the very nature of HR teams will transform?"
"23","An Elephantine Exercise: Mergers of Major Banks in SBI","Indian Business Case Studies Volume IV (Oxford University Press, 2022)","Finance/Banking","2022","CASE: State Bank of India seems to be biting off more than it can chew by
merging five associate banks with itself. The merger with five associate
banks (plus Bhartiya Mahila bank) will bring challenges for SBI in major
districts in the country. More so, in states where the associate banks are
headquartered—​Rajasthan, Karnataka, Andhra Pradesh, Punjab, and
Kerala. In fact, the branch gridlock is just one of the many pain points.
For instance, the stressed loans of the five associate banks (gross NPAs
and restructured loans) add up to a staggering Rs 35,396 crore. This
amounts to almost half of SBI’s stressed loans portfolio of Rs 66,117 crore
in 2015/​16. In contrast, the deposits, advances, and assets of these banks
are less than one-​fifth of SBI. The merger itself is the biggest in the Indian
banking industry. The bank is swallowing five associate banks with as-
sets of Rs 6.03 lakh crore—​it’s almost equal to the size of the country’s
largest private bank ICICI Bank that has assets of Rs 7.17 lakh crore. The
merged SBI entity would have deposits of Rs 21 lakh crore; advances of Rs Institutes, Pune, India 2022. 18 lakh crore; net profits of Rs 11,589 crore; 24,000-​plus branches; 58,000
ATMs and 270,000 employees. Compare these figures with ICICI Bank—​
deposits of Rs 4.21 lakh crore; advances of Rs 4.35 lakh crore; net profits
of Rs 9,726 crore; 4,450 branches; 14,305 ATMs and 74,000 employees.
‘It is easier to merge the balance sheet numbers, but the real challenge is
to merge the people (and culture), products (and clients), branches (and
personal touch), etc.,’ remarks a banking consultant. This case study at-
tempts to analyse the various implications, financial and others, of the
merger of SBI with its five associate banks. Is SBI Biting off More Than It Can Chew? In the past decade, SBI managed to merge two associate banks. Many
say the current decision to merge all the associate banks—​State Bank
of Travancore, Mysore, Hyderabad, Patiala, and Bikaner and Jaipur—​is
a bold decision. Motilal Oswal, a leading brokerage firm, in its report
has observed that amalgamating all associate banks together and then
merging that entity with SBI could have significantly reduced the inte-
gration risk. Is the government in some hurry? Even the government
felt the need for continuity at this juncture by extending the term of
Chairman Arundhati Bhattacharya for a year. A year ago, Bhattacharya
herself had remarked that the time was not right to kick start the
merger. || SOLUTION: This merger would be a test case for a bigger consolidation among public
sector banks (PSBs), which control more than two-​thirds of the banking
operations in India. Recently, Bank Board Bureau Chairman Vinod Rai
hinted at a merger of two large PSBs in the near future. The government
plans to have less than 10 large PSBs eventually, from 27 currently. ‘We
have seen this happening in China, Australia and Malaysia. In Australia,
80 per cent of banking is done by four large entities. The same is true for
China. It does help if you have large organisations of similar size, right
kind of governance framework, technology, etc.,’ says Bhattacharya."
"24","The Candy Lounge: A Live Case on Entrepreneurship in Mexico","Indian Business Case Studies Volume IV (Oxford University Press, 2022)","Entrepreneurship","2022","CASE: The Candy Lounge is about an entrepreneurial business venture started
and owned by Dr Jorge Palacio, an astute businessman from Ensenada,
Baja California in western Mexico. It is a highly promising and pros-
pering business in the manufacture and sale of Candies and other confec-
tionary items through a Kiosk type stores in Ensenada and other places in
Mexico. The proprietor entrepreneur is highly knowledgeable, ambitious,
and motivated to excel in this venture by providing the best of products
and services to the current and prospective markets. The owner has a
keen sense of the competition as also the customer preferences and has
taken adequate steps to ensure the best of customer relations and loyalty.
While he is aware of the growing market demands of candy and related
confectionery items as also the speed at which he needs to expedite in-
vestment decisions for aggressive marketing strategy, he is handicapped
by inadequate cash flow and fresh investments for modernization of Institutes, Pune, India 2022. manufacturing process along with tackling vendor-​related issues. The en-
terprise has to break out of these barriers to meet its business objectives
and targets come what may. The Case Details M/​S Batilongo Candy lounge, a small-​scale business enterprise for the
manufacture and direct supplies to the consumers of Candies in dif-
ferent varieties and configurations along with all its accompaniments
was established in 2011 by Dr Jorge Palacio & Family—​in Ensenada a
port city in Mexico about 100kms from Tijuana a major industrial hub
in Baja California. The initial investments in plant and machinery in-
cluding stores were of the order of $65,000.00 and most of it was met
through family savings. (The working capital needs are met through rev-
enues from the same business.) The installed plant capacity is to process
100 litres of tamarind pulp and to convert the same into Candies in dif-
ferent configurations and tastes to about 240–​250 delivery to customers
through its stores. The unit is currently being managed by two senior members from
the Palacio family (the managing director and the operations dir-
ector) supported by 8–​10 workmen at the shop and store levels. The
business is managed through two Candy Stores in Ensenada and
one point of sale in Tijuana as also online sales through companies
website and payments through PayPal. Within a span of 2–​3 years
the company has registered annual revenues of $540,000.00 at an
EBITDA of 18% Vision: ‘To  || SOLUTION: The Batilano Candy Lounge is about an entrepreneurial business venture.
It is a highly promising and prospering business. It aimed to bring the
best products and services to the current and prospective market. This
continually strives to keep itself at the forefront of the product quality
and customer retention Batilano Candy company has positioned itself
strategically to increase its brand value and create a niche market for its
products. According to their chosen strategy to enhance competitive advantage
in product over the nearest competition. Pricing is a major factor that af-
fects customers buying instincts. To overcome the pricing challenge they
introduced the kiosk concept for creating uniqueness in the sales. Their The Candy Lounge 67
main concern is to find more methods of expansion plans, including the
franchise options."
"25","From Rags to Riches: Mexion Wheels Private Limited India","Indian Business Case Studies Volume IV (Oxford University Press, 2022)","Entrepreneurship/Manufacturing","2022","CASE: The lack of micro-​management and absence of cost management focus
normally leads to long-​term drain on profit margins and business loss.
Sometimes more than required efforts in managing cost and avoidance
of waste may lead to improved sustainability even during overall de-
pressive scenario at marketplace. The case highlights the importance of
having sound materials management policy in an organization and also
the need for communication within different department dealing with
similar issues and problems. The case study deals with the negative effects
of mismanagement of business processes including scrap generation and
disposal. Background of the Company Mexion Wheels is a multi-​national company specializing in manufacturing
of wheel rims for various automobiles including a range of products such
as trucks, bus, passenger cars, and small cars. The company’s product Institutes, Pune, India 2022. portfolio includes 40 different products and its customer portfolio includes
20 automotive manufacturing companies. Volume of production varies
from 80,000 wheels to 1, 20,000 wheels per month. Growth Story The company was started in 1995. The main objective of the promoters
was to use the idle land available and start a low technology auto com-
ponent product. Company started manufacturing of wheel rims for
Tata Motors and slowly increased its capacity to match the production
demand of Tata Motors. Mexion wheels was initially totally dependent
on Tata Motor and 70% of its sales revenue was from Tata Motor. The
company faced problem of survival during 2003–​2004 because of overde-
pendence on one customer and the lowest margins on the product. With a need for survival and low margins, promoters decided to go
for expansion of the plant by adding product portfolio from other cus-
tomers. Company’s turnover was Rs. 50 crore in 2005 and in a span of
eight years it had reached Rs 300 crore. Their revenue growth was due to
an increased customer base and valuable product portfolio. In the expan-
sion phase lot of recruitment was done to handle production demands
from customer. With introduction of new technologies, there was tre-
mendous improvement in operating efficiency. Organization Structure: During the Start-​up Phase There Were Hierarchies of Managerial Levels Board of Directors Managing Director HR CFO MFG1 and MFG2 Labour Admin All Major Business Issues Labour Mfg Processes Routine Strategic From Rags to Riches 71 After expansion in car plant business, the ma || SOLUTION: The company is not happy with the attitude of the managers in dealing
with the handling of the scrap which has a considerable impact on the
material and operational cost of the company and is directly impacting
the bottom line. The management has not accepted the explanation given
by the managers and has decided to appoint a committee to look into the
matter in depth. The casual approach of the managers towards the cur-
rent situation is surprising. It is to be seen what measures the committee
suggests and how well it is able to design a materials management policy.
It will also be preparing KRA (Key Result Areas) for the managerial posi-
tions. How well it will be able to design the policy and KRAs and how will
the managerial staff react to it would decide the success of Mexion in the
days to come."
"26","Racing to Deliver: E-commerce and Logistics","Indian Business Case Studies Volume IV (Oxford University Press, 2022)","E-commerce/Operations","2022","CASE: The current case discusses the growing trend of Indian customers to-
wards retail and online purchases. It throws light on the factors that are
aiding the growth of retails outlets and the increasing footfalls in these
shopping formats. These retail malls are concentrated in 35 to 40 odd
cities in India. This growth is fuelled by young couples having dispos-
able income and eager to try out new things. There has also been an in-
crease in online shopping, and this trend is bound to grow at a rapid pace.
There has been constant struggle by online platform companies to attract
customers from offline to online mode and similarly the retail malls are
struggling to get the online customers to shop at their malls. The type of
product, the convenience of buying, the ability to touch, feel and see the
product, the payment options are some of the factors which influence the
consumer to shop online or offline. However there are many constraints
like funding and infrastructure that these companies have to face. The Institutes, Pune, India 2022. case discusses how can these companies overcome these challenges and
survive in the highly competitive marketplace. The Brick and Click Retail These are interesting times for the retail industry in India. Till the end
of the 20th century, the way people shopped, where they shopped, what
made a certain piece of merchandise desirable, even the rules of engage-
ment between shopper and shopkeeper stayed virtually the same for
centuries and then hit a series of transformative curves. A miraculously
revived-​from-​the-​dead Shahjehan could have navigated Chandni Chowk
of the 1990s with greater ease than a nostalgic beatnik returning in 2015. The beginning of the 21st century saw rapid growth of the mall cul-
ture. People abandoned traditional markets in droves to press their
noses against fancy windows of stores with unpronounceable names and
scarcely recognisable merchandise in plush air-​conditioned comfort. It
took a while but both retailers and shoppers grew to love this new way of
shopping. Yet, just a decade later, the mall is yesterday’s phenomenon and
e-​commerce is the way the India of tomorrow is shopping. Same Consumers Online and Offline The premise of a click versus brick narrative is flawed. The same gener-
ation of Indians that is driving the exponential growth of online shop-
ping is also driving the traffic to the major retailing districts across
Indian cities. A quick traffic count at any of the leading malls acro || SOLUTION: E-​commerce has transformed the way business is done in India. The
Indian e-​commerce market is expected to grow to US$ 200 billion by 2026
from US$ 38.5 billion as of 2017. Much of the growth for the industry has
been triggered by an increase in internet and smartphone penetration.
The ongoing digital transformation in the country is expected to increase
India’s total internet user base to 829 million by 2021 from 636.73 million
in FY19. India’s internet economy is expected to double from US$ 125
billion as of April 2017 to US$ 250 billion by 2020, backed primarily by
e-​commerce. India’s e-​commerce revenue is expected to jump from US$
39 billion in 2017 to US$ 120 billion in 2020, growing at an annual rate of
51%, the highest in the world. The Indian e-​commerce scene has witnessed many upheavals, Walmart
has invested in Flipkart, Alibaba in Paytm, and many more deals are ex-
pected. Many new players are entering the Indian e-​commerce market.
In January 2020, Divine Solitaires launched its e-​commerce platform. Racing to Deliver 83
Many online players are setting offline stores, In February 2020, Flipkart
set up a ‘Furniture Experience Center’ in Kolkata, its first offline pres"
